,date_hour,client,device_type,time_zone,os_name,browser_name,ad_unit,size,bidder,bid_range,media_type,request_count,response_count,prebid_win_count,win_count,sum_bid,sum_time_to_respond,median,min_bid,max_bid,avg_bid,sum_2nd_highest_bid,sum_prebid_winning_bid,sum_winning_bid,sum_nobid,sum_timeout
0,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-Footers,728x90,onemobile,0.5-0.6,display,4,4,1,,2.3408,6614,,0.5852,0.5852,0.5852,0.5852,0.5852,,,
1,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-Footers,728x90,rhythmone,0.3-0.4,display,3,3,,,1.0323,5171,,0.33945,0.34875,0.3441,,,,,
2,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-InLine-1,300x250,undertone,0.9-1,display,1,1,,,0.96,1523,,0.96,0.96,0.96,,,,,
3,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-O-300x250-1,300x250, , ,display,43,0,,,,,,,,,,,,,
4,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-O-300x250-1,300x250,rhythmone,0.3-0.4,display,2,2,,,0.69285,3570,0.34875,0.3441,0.34875,0.346425,,,,,
5,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-O-300x250-3,300x250,pulsepoint,0.4-0.5,display,1,1,,,0.4802,1413,0.4802,0.4802,0.4802,0.4802,,,,,
6,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-Responsive-B,468x60, , ,display,18,0,,,,,,,,,,,,,
7,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-Responsive-T,728x90,pubmatic,0.2-0.3,display,3,3,,,0.7896,4823,,0.2444,0.2726,0.2632,,,,,
8,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-SideBar-1,300x250,onemobile,1-1.1,display,1,1,,,1.03610914,2064,,1.03610914,1.03610914,1.03610914,,,,,
9,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-SideBar-T,300x600,onemobile,0.7-0.8,display,1,1,1,,0.7091069,1896,,0.7091069,0.7091069,0.7091069,,0.7091069,,,
10,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.04389116,div-gpt-ad-BT-D-Footers,728x90,pubmatic,0-0.1,display,1,1,,,0.0282,836,,0.0282,0.0282,0.0282,,,,,
11,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.04389116,div-gpt-ad-BT-D-O-300x250-1,300x250, , ,display,297,0,,,,,,,,,,,,,
12,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.04389116,div-gpt-ad-BT-D-Responsive-B,468x60, , ,display,54,0,,,,,,,,,,,,,
13,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.04389116,div-gpt-ad-BT-D-SideBar-1,300x250,triplelift,0.1-0.2,display,2,2,,,0.23166,333,,0.11583,0.11583,0.11583,,,,,
14,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_38,336x280, , ,display,18,0,,,,,,,,,,,,,
15,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_38,336x280,sharethrough,0.9-1,display,1,1,1,,0.93465,471,0.93465,0.93465,0.93465,0.93465,,0.93465,,,
16,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_40,300x250, , ,display,14,0,,,,,,,,,,,,,
17,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_41,300x250,ix,0.5-0.6,display,1,1,,,0.5985,407,0.5985,0.5985,0.5985,0.5985,,,,,
18,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_43,336x280,sharethrough,1-1.1,display,1,1,1,,1.05178536,1770,1.05178536,1.05178536,1.05178536,1.05178536,,1.05178536,,,
19,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-O-300x250-1,300x250, , ,display,601,0,,,,,,,,,,,,,
20,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-O-300x250-2,300x250,medianet,0.2-0.3,display,1,1,,,0.235,1174,,0.235,0.235,0.235,,,,,
21,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-O-300x250-3,300x250,medianet,7.4-7.5,display,2,2,2,,14.8943,1058,7.44715,7.41378,7.48052,7.44715,7.41378,14.8943,,,
22,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Responsive-AF,728x90,medianet,0.6-0.7,display,1,1,1,,0.62416,515,0.62416,0.62416,0.62416,0.62416,0.62416,0.62416,,,
23,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Responsive-B,300x250,medianet,7.2-7.3,display,2,2,2,,14.57188,621,7.28594,7.28594,7.28594,7.28594,7.28594,14.57188,,,
24,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Responsive-B,468x60, , ,display,630,0,,,,,,,,,,,,,
25,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Responsive-B,728x90,medianet,0.8-0.9,display,6,6,6,,4.90962,2476,0.8272,0.80934,0.8272,0.81827,,4.90962,,,
26,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-SideBar-1,300x250,medianet,0.7-0.8,display,3,3,3,,2.25412,1929,,0.7426,0.75576,0.75137333,,2.25412,,,
27,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Sidebar-B,300x250,medianet,0.2-0.3,display,1,1,,,0.235,1183,,0.235,0.235,0.235,,,,,
28,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Sidebar-B,300x250,onemobile,0.2-0.3,display,1,1,,,0.23408,1099,,0.23408,0.23408,0.23408,,,,,
29,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,/21822800883/BT-T-Footers,728x90, , ,display,113,0,,,,,,,,,,,,,
30,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,div-gpt-ad-BT-T-InPost-6_1_4,300x250, , ,display,13,0,,,,,,,,,,,,,
31,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,div-gpt-ad-BT-T-InPost-6_2_10,468x60, , ,display,13,0,,,,,,,,,,,,,
32,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,div-gpt-ad-BT-T-InPost-6_2_4,336x280, , ,display,13,0,,,,,,,,,,,,,
33,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,div-gpt-ad-BT-T-InPost-8_2_8,310x260,triplelift,0.1-0.2,display,1,1,1,,0.11286,193,0.11286,0.11286,0.11286,0.11286,,0.11286,,,
34,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Macintosh,Safari-14.02,div-gpt-ad-BT-T-InPost-9_1_7,728x90, , ,display,16,0,,,,,,,,,,,,,
35,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-85.04183133,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,5,5,3,,2.94525,8112,,0.58905,0.58905,0.58905,0.58905,1.76715,,,
36,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_42,728x90, , ,display,16,0,,,,,,,,,,,,,
37,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Linux,Chrome-89.0438995,div-gpt-ad-BT-D-InPost-8_1_45,300x250,triplelift,0.6-0.7,display,1,1,,,0.66528,557,0.66528,0.66528,0.66528,0.66528,,,,,
38,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,1,1,,,0.5409558,510,,0.5409558,0.5409558,0.5409558,,,,,
39,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Footers,970x90,ix,1-1.1,display,2,2,1,,2.09,1618,1.045,1.045,1.045,1.045,1.045,1.045,,,
40,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,7,7,3,,4.00424508,4688,,0.56320803,0.595287,0.57203501,,1.69081803,,,
41,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-4_1_36,336x280, , ,display,16,0,,,,,,,,,,,,,
42,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-6_2_2,728x90,ix,0-0.1,display,1,1,,,0.057,1858,0.057,0.057,0.057,0.057,0.057,,,,
43,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-O-300x250-1,300x250,appnexus,1.3-1.4,display,2,2,1,,2.7280737,1266,1.36713159,1.36094211,1.36713159,1.36403685,1.36713159,1.36713159,,,
44,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-O-300x250-1,300x250,undertone,1.1-1.2,display,1,1,,,1.152,753,1.152,1.152,1.152,1.152,,,,,
45,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,3,3,,,0.7372,2529,0.2425,0.2134,0.2813,0.24573333,,,,,
46,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,appnexus,0.8-0.9,display,2,2,1,,1.65749067,1729,0.82874534,0.808434,0.84905667,0.82874534,0.84905667,0.808434,,,
47,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,openx,0.2-0.3,display,1,1,,,0.23958,974,,0.23958,0.23958,0.23958,0.23958,,,,
48,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x600,pulsepoint,1.2-1.3,display,2,2,2,,2.45,1152,1.225,1.225,1.225,1.225,1.225,2.45,,,
49,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Sidebar-B,300x250,emx_digital,0.4-0.5,display,4,4,,,1.713408,2936,,0.419428,0.455124,0.428352,,,,,
50,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.043899,div-gpt-ad-BT-D-SideBar-1,300x250,onemobile,2.5-2.6,display,1,1,1,,2.56652,1090,,2.56652,2.56652,2.56652,,2.56652,,,
51,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.043899,div-gpt-ad-BT-D-SideBar-T,300x600,appnexus,1.1-1.2,display,1,1,,,1.10633094,1169,1.10633094,1.10633094,1.10633094,1.10633094,,,,,
52,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-89.043899,div-gpt-ad-BT-D-Sidebar-B,300x250,emx_digital,0.4-0.5,display,1,1,,,0.44128792,1462,0.44128792,0.44128792,0.44128792,0.44128792,,,,,
53,2021-04-11T01:00:00,asc126828,Desktop,America/Denver,Macintosh,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-4_1_36,336x280, , ,display,17,0,,,,,,,,,,,,,
54,2021-04-11T01:00:00,asc126828,Desktop,America/Denver,Macintosh,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,1,1,,,0.291,510,,0.291,0.291,0.291,,,,,
55,2021-04-11T01:00:00,asc126828,Desktop,America/Denver,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,1,1,1,,0.5604192,450,,0.5604192,0.5604192,0.5604192,,0.5604192,,,
56,2021-04-11T01:00:00,asc126828,Desktop,America/Denver,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,1,1,,,0.2134,477,,0.2134,0.2134,0.2134,,,,,
57,2021-04-11T01:00:00,asc126828,Desktop,America/Denver,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,appnexus,0.8-0.9,display,1,1,1,,0.80265339,450,,0.80265339,0.80265339,0.80265339,,0.80265339,,,
58,2021-04-11T01:00:00,asc126828,Desktop,America/Halifax,Linux,Chrome-83.04103106,div-gpt-ad-BT-D-InPost-8_1_18,300x250,pubmatic,0.3-0.4,display,1,1,,,0.3102,599,0.3102,0.3102,0.3102,0.3102,,,,,
59,2021-04-11T01:00:00,asc126828,Desktop,America/Halifax,Linux,Chrome-83.04103106,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,20,0,,,,,,,,,,,,,
60,2021-04-11T01:00:00,asc126828,Desktop,America/Halifax,Linux,Chrome-83.04103106,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,20,0,,,,,,,,,,,,,
61,2021-04-11T01:00:00,asc126828,Desktop,America/Halifax,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-6_2_2,728x90,ix,0-0.1,display,1,1,,,0.0285,545,,0.0285,0.0285,0.0285,,,,,
62,2021-04-11T01:00:00,asc126828,Desktop,America/Halifax,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-7_1_11,300x250,rubicon,0.2-0.3,display,1,1,,,0.2941092,170,0.2941092,0.2941092,0.2941092,0.2941092,,,,,
63,2021-04-11T01:00:00,asc126828,Desktop,America/Indianapolis,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Footers,728x90,rhythmone,1.2-1.3,display,1,1,1,,1.24155,779,1.24155,1.24155,1.24155,1.24155,,1.24155,,,
64,2021-04-11T01:00:00,asc126828,Desktop,America/Indianapolis,Windows,Chrome-89.043899,div-gpt-ad-BT-D-InPost-6_1_6,300x250,criteo,0-0.1,display,1,1,,,0.09744352,379,0.09744352,0.09744352,0.09744352,0.09744352,,,,,
65,2021-04-11T01:00:00,asc126828,Desktop,America/Indianapolis,Windows,Chrome-89.043899,div-gpt-ad-BT-D-InPost-8_1_21,300x250,criteo,0.1-0.2,display,1,1,,,0.13442057,413,0.13442057,0.13442057,0.13442057,0.13442057,,,,,
66,2021-04-11T01:00:00,asc126828,Desktop,America/Indianapolis,Windows,Chrome-89.043899,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,19,0,,,,,,,,,,,,,
67,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Macintosh,Chrome-88.04324192,div-gpt-ad-BT-D-SideBar-T,300x250,openx,0.2-0.3,display,1,1,,,0.29007,303,,0.29007,0.29007,0.29007,,,,,
68,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-86.04240198,div-gpt-ad-BT-T-SideBar-T,160x600,triplelift,0.1-0.2,display,1,1,,,0.19701,311,0.19701,0.19701,0.19701,0.19701,,,,,
69,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,5,5,,,2.59880346,1770,,0.50072418,0.53734131,0.51976069,,,,,
70,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,20,0,,,,,,,,,,,,,
71,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,20,0,,,,,,,,,,,,,
72,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_38,300x250,sovrn,0-0.1,display,2,2,,,0.025004,590,0.012502,0.012502,0.012502,0.012502,0.012502,,,,
73,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_42,728x90, , ,display,19,0,,,,,,,,,,,,,
74,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-1,300x250,onemobile,2.5-2.6,display,4,4,,,10.26608,3593,,2.56652,2.56652,2.56652,,,,,
75,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,9,9,1,,2.2989,7614,0.2619,0.2037,0.291,0.25543333,0.291,0.2813,,,
76,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,openx,0.2-0.3,display,3,3,,,0.62073,1563,0.20691,0.20691,0.20691,0.20691,,,,,
77,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Sidebar-B,300x250,emx_digital,0.4-0.5,display,1,1,,,0.45821151,922,,0.45821151,0.45821151,0.45821151,,,,,
78,2021-04-11T01:00:00,asc126828,Desktop,America/Los_Angeles,Windows,Firefox-87,div-gpt-ad-BT-D-InPost-8_1_75,728x90,openx,0.1-0.2,display,1,1,1,,0.1188,736,0.1188,0.1188,0.1188,0.1188,,0.1188,,,
79,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Linux,Chrome-84.04147127,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,1,1,,,0.2037,1039,,0.2037,0.2037,0.2037,,,,,
80,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Chrome-89.043899,div-gpt-ad-BT-D-Footers,728x90,rhythmone,1.2-1.3,display,1,1,,,1.297536,373,,1.297536,1.297536,1.297536,,,,,
81,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Firefox-78,div-gpt-ad-BT-D-InPost-1_1_6,300x250,ix,0-0.1,display,1,1,1,,0.0095,2335,0.0095,0.0095,0.0095,0.0095,,0.0095,,,
82,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Firefox-78,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,19,0,,,,,,,,,,,,,
83,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Firefox-78,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,20,0,,,,,,,,,,,,,
84,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Firefox-78,div-gpt-ad-BT-D-InPost-8_1_42,728x90, , ,display,20,0,,,,,,,,,,,,,
85,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Safari-14.03,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,20,0,,,,,,,,,,,,,
86,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Macintosh,Safari-14.03,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,20,0,,,,,,,,,,,,,
87,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-61.0316379,div-gpt-ad-BT-D-SideBar-1,300x250,onemobile,2.5-2.6,display,1,1,1,,2.59679741,751,,2.59679741,2.59679741,2.59679741,,2.59679741,,,
88,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Footers,728x90,rhythmone,1.2-1.3,display,2,2,1,,2.487564,1570,1.286934,1.20063,1.286934,1.243782,1.286934,1.20063,,,
89,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,2,2,,,1.07680617,2553,0.546975,0.52983117,0.546975,0.53840308,,,,,
90,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-4_1_36,336x280, , ,display,18,0,,,,,,,,,,,,,
91,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-6_2_2,728x90,ix,0-0.1,display,1,1,,,0.0475,357,0.0475,0.0475,0.0475,0.0475,,,,,
92,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-Footers,728x90,ix,0.4-0.5,display,2,2,,,0.836,1381,,0.418,0.418,0.418,,,,,
93,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_24,310x260, , ,display,40,0,,,,,,,,,,,,,
94,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-Footers,728x90,pubmatic,0-0.1,display,1,1,,,0.047,355,,0.047,0.047,0.047,,,,,
95,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,40,0,,,,,,,,,,,,,
96,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-InLine-1,300x250,onemobile,1.5-1.6,display,1,1,,,1.58004,794,1.58004,1.58004,1.58004,1.58004,,,,,
97,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-8_1_42,728x90, , ,display,20,0,,,,,,,,,,,,,
98,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-InLine-1,300x250,triplelift,0.3-0.4,display,7,7,,,2.43936,3350,,0.34848,0.34848,0.34848,,,,,
99,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-O-300x250-1,300x250,appnexus,1.3-1.4,display,1,1,,,1.388475,680,,1.388475,1.388475,1.388475,,,,,
100,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-O-300x250-1,300x250, , ,display,99,0,,,,,,,,,,,,,
101,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Responsive-B,336x280,pubmatic,0.7-0.8,display,2,2,,,1.5322,451,0.7661,0.7614,0.7708,0.7661,0.7614,,,,
102,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-O-300x250-1,300x250,rhythmone,0.3-0.4,display,1,1,,,0.370419,181,,0.370419,0.370419,0.370419,,,,,
103,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-1,300x250,onemobile,2.5-2.6,display,12,12,6,2,30.66448,10076,,2.53308,2.56652,2.55537333,2.56652,15.36568,5.13304,,
104,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-O-300x250-2,300x250,criteo,1.2-1.3,display,2,2,,,2.46837624,1180,1.23418812,1.22785661,1.24051963,1.23418812,1.22785661,,,,
105,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,160x600,rubicon,2.6-2.7,display,4,4,2,,10.62206937,1916,2.65402467,2.6405676,2.67891624,2.65551734,,5.28912846,,,
106,2021-04-11T01:00:00,asc126828,Desktop,America/Chicago,Windows,Chrome-86.04240198,div-gpt-ad-BT-D-O-300x250-2,300x250,medianet,0.2-0.3,display,4,4,,,1.06878,3223,,0.25192,0.28482,0.267195,,,,,
107,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,33across,0.2-0.3,display,3,3,,,0.8051,927,,0.2425,0.291,0.26836667,,,,,
108,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x250,appnexus,0.8-0.9,display,1,1,1,,0.898722,1426,,0.898722,0.898722,0.898722,,0.898722,,,
109,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,300x600,pulsepoint,1.2-1.3,display,1,1,,,1.274,644,,1.274,1.274,1.274,,,,,
110,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-Sidebar-B,300x250,emx_digital,0.4-0.5,display,1,1,,,0.455124,384,,0.455124,0.455124,0.455124,0.455124,,,,
111,2021-04-11T01:00:00,asc126828,Desktop,America/New_York,Windows,Chrome-89.043899,div-gpt-ad-BT-D-InPost-6_2_2,728x90,ix,0-0.1,display,1,1,,,0.0665,422,,0.0665,0.0665,0.0665,,,,,
112,2021-04-11T01:00:00,asc126828,Desktop,America/Phoenix,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InLine-1,300x250,appnexus,0.5-0.6,display,6,6,4,,3.1078476,2164,,0.51525342,0.52242894,0.5179746,,2.07473607,,,
113,2021-04-11T01:00:00,asc126828,Desktop,America/Phoenix,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-SideBar-T,160x600,rubicon,2.6-2.7,display,1,1,,,2.673,603,,2.673,2.673,2.673,2.673,,,,
114,2021-04-11T01:00:00,asc126828,Desktop,America/St_Johns,Windows,Chrome-89.04389114,div-gpt-ad-BT-D-InPost-4_1_36,336x280, , ,display,18,0,,,,,,,,,,,,,
115,2021-04-11T01:00:00,asc126828,Desktop,Australia/Adelaide,Macintosh,Chrome-89.0438982,div-gpt-ad-BT-D-InPost-5_1_9,336x280,appnexus,0.1-0.2,display,1,1,,,0.10045926,545,0.10045926,0.10045926,0.10045926,0.10045926,,,,,
116,2021-04-11T01:00:00,asc126828,Desktop,Europe/London,Macintosh,Safari-13.12,div-gpt-ad-BT-D-InPost-8_1_35,468x60, , ,display,20,0,,,,,,,,,,,,,
